mandt,vbeln,posnr,uepos,fkimg,vrkme,umvkz,umvkn,meins,smeng,fklmg,lmeng,ntgew,brgew,gewei,volum,voleh,gsber,prsdt,fbuda,kursk,netwr,vbelv,posnv,vgbel,vgpos,vgtyp,aubel,aupos,auref,matnr,arktx,pmatn,charg,matkl,pstyv,posar,prodh,vstel,atpkz,spart,pospa,werks,aland,wkreg,wkcou,wkcty,taxm1,taxm2,taxm3,taxm4,taxm5,taxm6,taxm7,taxm8,taxm9,kowrr,prsfd,sktof,skfbp,kondm,ktgrm,kostl,bonus,provg,eannr,vkgrp,vkbur,spara,shkzg,ernam,erdat,erzet,bwtar,lgort,stafo,wavwr,kzwi1,kzwi2,kzwi3,kzwi4,kzwi5,kzwi6,stcur,uvprs,uvall,ean11,prctr,kvgr1,kvgr2,kvgr3,kvgr4,kvgr5,mvgr1,mvgr2,mvgr3,mvgr4,mvgr5,matwa,bonba,kokrs,paobjnr,ps_psp_pnr,aufnr,txjcd,cmpre,cmpnt,cuobj,cuobj_ch,koupd,uecha,xchar,abrvw,sernr,bzirk_auft,kdgrp_auft,konda_auft,lland_auft,mprok,pltyp_auft,regio_auft,vkorg_auft,vtweg_auft,abrbg,prosa,uepvw,autyp,stadat,fplnr,fpltr,aktnr,knuma_pi,knuma_ag,prefe,mwsbp,augru_auft,fareg,upmat,ukonm,cmpre_flt,abfor,abges,j_1arfz,j_1aregio,j_1agicd,j_1adtyp,j_1atxrel,j_1bcfop,j_1btaxlw1,j_1btaxlw2,j_1btxsdc,brtwr,wktnr,wktps,rplnr,kursk_dat,wgru1,wgru2,kdkg1,kdkg2,kdkg3,kdkg4,kdkg5,vkaus,j_1aindxp,j_1aidatep,kzfme,mwskz,vertt,vertn,sgtxt,delco,bemot,rrrel,akkur,wminr,vgbel_ex,vgpos_ex,logsys,vgtyp_ex,j_1btaxlw3,j_1btaxlw4,j_1btaxlw5,msr_id,msr_refund_code,msr_ret_reason,nrab_knumh,nrab_value,dispute_case,fund_usage_item,farr_reltype,claims_taxation,kurrf_dat_orig,vgtyp_ext,sgt_rcat,sgt_scat,glo_log_ref1_it,aufpl,aplzl,dpcnr,dcpnr,dpnrb,perop_beg,perop_end,fonds,fistl,fkber,grant_nbr,prs_work_period,pprctr,pargb,aufpl_oaa,aplzl_oaa,campaign,compreas,zznonretitem,zzactpp,zzqrpacct,zzcommodity_id,zzkatr6,zzwi9,zzwcfc_prfrzflag,zzlowprcflag,zziaddenda1,zziaddenda2,zziaddenda3,zziaddenda4,zziaddenda5,zzwi7,zzwi8,zzmxtaxind
200,8902279958,10,0,1,EA,1,1,EA,0,1,1,237.0,237.0,LB,117968.0,IN3,,45563,45563,1,2516.56,,0,6594798478,10,J,1490499681,10,,13R517,"Piano-Style Jobsite Box,49 in,Tan",,,M1,ZS,,10100206412654,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292476851851852,,1,,1169.19,0,2272.6,0,243.96,232.94,243.96,1,,,,2004,,,,,,,PPA,X,,,13R517,0,1000,1499385151,0,,CA9071700,2749.5,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,232.94,,,,,2749.5,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902279959,10,0,1,EA,1,1,EA,0,1,1,2504.0,2504.0,LB,85272.544,IN3,,45563,45563,1,3931.74,,0,6594113159,10,J,1489646092,10,,14G862,"Cleaner/Degreaser,Mild Lemon,275 gal",,,L8,ZS,,10030200703041,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292476851851852,,1,,1195.8,0,3378.15,0,553.59,244.92,553.59,1,,,,2004,,,,,,,PPA,X,,,14G862,0,1000,1499385152,0,,CA9301200,4176.66,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,244.92,,,,,4176.66,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902279960,10,0,1,EA,1,1,EA,0,1,1,408.0,408.0,LB,77539.0,IN3,,45563,45563,1,2029.53,,0,6595071738,10,J,1490953266,10,,1UBK4,"Bin Cabinet,72""x36""x24"",Gray,0Bns",,,K1,ZS,,10180210226644,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292476851851852,,1,,641.83,0,1719.3,0,310.23,176.22,310.23,1,,,,2004,,,,,,,PPA,X,,,1UBK4,0,1000,1499385154,0,,CA9071700,2205.75,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,176.22,,,,,2205.75,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902279961,10,0,1,EA,1,1,EA,0,1,1,688.0,688.0,LB,233860.9,IN3,,45563,45563,1,4650.24,,0,6594168093,10,J,1489691363,10,,14V855,"Jobsite Field Office,83 in,Tan",,,M1,ZS,,10100206412654,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.2925,,1,,2057.92,0,4252.83,0,397.41,404.02,397.41,1,,,,2004,,,,,,,PPA,X,,,14V855,0,1000,1499385156,0,,CA9001700,5054.26,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,404.02,,,,,5054.26,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902279962,10,0,1,EA,1,1,EA,0,1,1,387.0,387.0,LB,117551.88,IN3,,45563,45563,1,2252.3,,0,6593721543,10,J,1489038012,10,,13R520,"Piano-Style Jobsite Box,49 in,Tan",,,M1,ZS,,10100206412654,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292511574074074,,1,,925.83,0,1969.28,0,283.02,172.32,283.02,1,,,,2004,,,,,,,PPA,X,,,13R520,0,1000,1499385158,0,,CA9240800,2424.62,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,172.32,,,,,2424.62,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902279963,10,0,1,EA,1,1,EA,0,1,1,969.0,969.0,LB,202633.2,IN3,,45563,45563,1,7040.93,,0,6593732507,10,J,1489037815,10,,16V895,"Electric Air Compressor, 10 hp, 2 Stage",,,G4,ZS,,10230222904973,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292523148148148,,1,,4170.65,0,6524.48,0,516.45,505.65,516.45,1,,,,2004,,,,,,,PPA,X,,,16V895,0,1000,1499385160,0,,CA9257100,7546.58,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,505.65,,,,,7546.58,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902279964,10,0,1,EA,1,1,EA,0,1,1,1270.0,1270.0,LB,74618.775,IN3,,45563,45563,1,4418.04,,0,6594624514,10,J,1490283395,10,,13W877,"Sheet Metal Brake,Box and Pan,51"" Bend L",,,N2,ZS,,10240214131922,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292523148148148,,1,,2131.55,0,3864.45,0,553.59,299.5,553.59,1,,,,2004,,,,,,,PPA,X,,,13W877,0,1000,1499385162,0,,CA9257100,4717.54,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,299.5,,,,,4717.54,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902279965,10,0,1,EA,1,1,EA,0,1,1,226.0,226.0,LB,75258.0,IN3,,45563,45563,1,1468.32,,0,6591664117,10,J,1483947005,10,,1WDN3,"Gravity Vent,24 In,Base 28 1/2 In Sq",,,C1,ZS,,10122432503825,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292534722222222,,1,,431.4,0,1234.36,0,233.96,95.66,233.96,1,,,,2004,,,,,,,PPA,X,,,1WDN3,0,1000,1499385164,0,,CA9215400,1563.98,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,95.66,,,,,1563.98,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,D,,0,,,,,,,,0,0,
200,8902279966,10,0,1,EA,1,1,EA,0,1,1,590.0,590.0,LB,120264.375,IN3,,45563,45563,1,4571.75,,0,6593279322,10,J,1487696656,10,,1WD80,"Electric Air Compressor, 5 hp, 2 Stage",,,G4,ZS,,10230222904973,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,1.0,1,,,,,,4,0,,S_ITCJOBS,45565,0.292546296296296,,1,,2150.4,0,4212.91,0,358.84,431.82,358.84,1,,,,2004,,,,,,,PPA,X,,,1WD80,0,1000,1499385166,0,,CA9024800,5003.57,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,431.82,,,,,5003.57,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,D,,0,,,,,,,,0,0,
200,8902279967,10,0,1,EA,1,1,EA,0,1,1,226.0,226.0,LB,75258.0,IN3,,45563,45563,1,1468.32,,0,6591559595,10,J,1483592346,10,,1WDN3,"Gravity Vent,24 In,Base 28 1/2 In Sq",,,C1,ZS,,10122432503825,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292546296296296,,1,,431.4,0,1234.36,0,233.96,102.02,233.96,1,,,,2004,,,,,,,PPA,X,,,1WDN3,0,1000,1499385168,0,,NV8951100,1570.34,X,0,0,,0,,T,,,,,US,,,NV,300,10,,,,C,,,0,,,,,102.02,,,,,1570.3400000000001,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,D,,0,,,,,,,,0,0,
200,8902279968,10,0,1,EA,1,1,EA,0,1,1,227.0,227.0,LB,94790.5,IN3,,45563,45563,1,2874.94,,0,6594959931,10,J,1490842249,10,,13R514,"Jobsite Cabinet,51 in,Tan",,,M1,ZS,,10100206412654,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.29255787037037,,1,,1257.04,0,2630.98,0,243.96,230.21,243.96,1,,,,2004,,,,,,,PPA,X,,,13R514,0,1000,1499385169,0,,CA9250300,3105.15,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,230.21,,,,,3105.15,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902279969,10,0,1,EA,1,1,EA,0,1,1,369.0,369.0,LB,59660.0,IN3,,45563,45563,1,2068.27,,0,6593538481,10,J,1488566284,10,,16D690,"Storage Cabinet,78""x36""x18"",Gray,4Shlv",,,K1,ZS,,10180210204399,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292569444444444,,1,,792.36,0,1785.25,0,283.02,183.0,283.02,1,,,,2004,,,,,,,PPA,X,,,16D690,0,1000,1499385170,0,,CA9150200,2251.27,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,183.0,,,,,2251.27,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902279973,10,0,1,EA,1,1,EA,0,1,1,261.0,261.0,LB,52141.69,IN3,,45563,45563,1,1624.94,,0,6594154199,10,J,1489627252,10,,1WBW6,"Weatherhood,60In Bl,Galv Steel,66 1/4In",,,C1,ZS,,10120207603806,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292615740740741,,1,,534.25,0,1374.47,0,250.47,130.58,250.47,1,,,,2004,,,,,,,PPA,X,,,1WBW6,0,1000,1499385177,0,,CA9130100,1755.52,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,130.58,,,,,1755.52,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,D,,0,,,,,,,,0,0,
200,8902279974,10,0,1,EA,1,1,EA,0,1,1,969.0,969.0,LB,202633.2,IN3,,45563,45563,1,7040.93,,0,6593763074,10,J,1489111132,10,,16V895,"Electric Air Compressor, 10 hp, 2 Stage",,,G4,ZS,,10230222904973,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292627314814815,,1,,4170.65,0,6524.48,0,516.45,619.83,516.45,1,,,,2004,,,,,,,PPA,X,,,16V895,0,1000,1499385179,0,,CA9006200,7660.76,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,619.83,,,,,7660.76,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
200,8902279975,10,0,1,EA,1,1,EA,0,1,1,509.0,509.0,LB,122239.638,IN3,,45563,45563,1,3619.92,,0,6594175149,10,J,1489641058,10,,13R509,"Jobsite Cabinet,54 1/2 in,Tan",,,M1,ZS,,10100206412654,004S,,1,10,4,US,CA,,,1,,,,,,,,,,X,X,0,,1,,,,,,4,0,,S_ITCJOBS,45565,0.292638888888889,,1,,1724.61,0,3281.18,0,338.74,254.29,338.74,1,,,,2004,,,,,,,PPA,X,,,13R509,0,1000,1499385181,0,,CA9202700,3874.21,X,0,0,,0,,T,,,,,US,,,CA,300,10,,,,C,,,0,,,,,254.29,,,,,3874.21,,0,,,,,,,,,,0,,0,,45565,,,,,,,,T,,,,,,,,,,,0,,,0,,,,,,,,,,0,0,0,,,,,,,,0,0,,0,0,,,,,,,0,,,0,0,0,,,WP,,B,,0,,,,,,,,0,0,
